day_of_year,hours_of_use,daily_use,sensor_type_strong,sensor_type_medium,sensor_type_weak,ac_type_central,ac_type_split,ac_type_window,ac_type_portable,maintenance_needed
11,9,11,False,False,True,False,False,True,False,1
183,5,3,True,False,False,False,False,True,False,1
57,15,9,False,False,True,False,False,False,True,1
140,11,10,False,False,True,False,False,True,False,1
10,15,10,False,True,False,False,False,False,True,0
331,15,11,True,False,False,False,False,False,True,1
205,0,9,False,False,True,False,False,True,False,1
297,8,8,True,False,False,False,False,False,True,1
188,19,10,False,True,False,False,False,False,True,1
111,9,11,True,False,False,False,True,False,False,1
233,4,3,True,False,False,True,False,False,False,0
128,15,9,True,False,False,True,False,False,False,1
320,15,6,True,False,False,False,False,True,False,1
40,14,4,False,True,False,False,True,False,False,1
21,23,1,True,False,False,False,True,False,False,0
362,16,1,False,False,True,True,False,False,False,0
176,10,6,False,False,True,True,False,False,False,0
11,0,12,True,False,False,False,False,True,False,0
3,20,5,False,False,True,True,False,False,False,0
224,4,1,True,False,False,False,False,True,False,1
219,3,7,True,False,False,False,True,False,False,1
41,7,10,True,False,False,False,True,False,False,0
222,20,12,False,True,False,True,False,False,False,0
50,3,11,False,False,True,False,True,False,False,1
224,3,2,False,False,True,False,False,True,False,1
333,0,12,False,True,False,False,False,True,False,0
285,5,5,False,False,True,False,False,True,False,1
357,16,7,False,False,True,False,True,False,False,1
100,17,9,False,False,True,False,False,False,True,1
130,21,2,False,False,True,False,False,False,True,1
278,4,7,False,True,False,True,False,False,False,0
291,19,12,True,False,False,False,True,False,False,0
82,23,1,False,False,True,False,True,False,False,0
237,19,9,False,False,True,True,False,False,False,1
188,5,12,False,False,True,False,False,True,False,1
208,19,12,True,False,False,False,True,False,False,0
208,22,11,True,False,False,False,True,False,False,1
286,19,9,False,True,False,False,False,False,True,0
359,6,12,False,True,False,False,False,False,True,0
113,8,4,False,False,True,False,False,True,False,1
145,16,10,False,True,False,False,True,False,False,1
285,10,5,False,False,True,False,False,False,True,0
171,2,9,False,True,False,False,True,False,False,0
228,22,3,False,False,True,False,True,False,False,1
93,23,11,False,True,False,False,False,True,False,1
39,10,10,False,True,False,False,False,True,False,1
204,16,11,False,False,True,True,False,False,False,1
258,7,6,False,True,False,True,False,False,False,1
113,15,3,False,False,True,False,False,True,False,1
29,20,11,False,False,True,False,False,False,True,1
257,18,7,False,True,False,False,True,False,False,0
341,12,2,True,False,False,True,False,False,False,0
365,0,12,False,False,True,False,False,False,True,1
325,14,7,False,True,False,False,True,False,False,1
56,1,6,False,True,False,False,False,True,False,1
264,0,3,True,False,False,False,False,False,True,0
41,3,2,False,True,False,False,True,False,False,0
161,22,3,False,True,False,False,True,False,False,1
261,9,6,False,True,False,False,False,True,False,1
335,16,12,False,False,True,True,False,False,False,0
45,10,10,True,False,False,False,False,True,False,0
159,5,7,False,False,True,False,True,False,False,0
299,1,11,False,False,True,True,False,False,False,1
337,20,5,False,False,True,False,False,True,False,0
152,21,6,False,True,False,False,False,True,False,0
48,2,4,False,False,True,False,False,False,True,0
316,16,10,False,False,True,False,False,False,True,1
337,8,5,True,False,False,False,True,False,False,0
64,23,4,False,True,False,False,False,False,True,1
78,15,9,True,False,False,False,False,True,False,0
122,8,5,False,False,True,False,True,False,False,1
44,20,7,True,False,False,False,False,False,True,1
50,4,4,False,True,False,False,False,False,True,0
66,12,6,True,False,False,False,False,False,True,1
275,3,10,True,False,False,False,False,False,True,1
352,6,9,True,False,False,False,True,False,False,0
66,13,6,False,True,False,True,False,False,False,1
134,13,3,False,False,True,False,True,False,False,0
38,23,2,False,False,True,False,False,True,False,1
45,13,4,False,False,True,False,False,False,True,1
328,19,4,False,True,False,False,True,False,False,1
85,7,11,True,False,False,False,True,False,False,1
175,22,2,False,True,False,False,False,False,True,1
283,4,12,False,False,True,False,True,False,False,1
318,18,1,False,False,True,False,True,False,False,1
320,20,10,False,True,False,False,True,False,False,0
300,4,4,False,True,False,False,True,False,False,1
35,13,6,False,True,False,False,False,True,False,1
313,23,12,False,True,False,False,True,False,False,0
271,10,1,False,False,True,False,False,True,False,1
108,2,1,False,True,False,False,False,False,True,1
354,2,9,False,False,True,True,False,False,False,0
79,14,5,False,False,True,False,False,False,True,0
312,8,1,False,False,True,False,True,False,False,0
151,2,6,False,False,True,True,False,False,False,1
273,19,11,True,False,False,False,False,False,True,1
120,18,4,True,False,False,False,False,False,True,1
207,3,7,True,False,False,False,False,False,True,0
262,21,12,False,True,False,False,False,False,True,1
289,18,5,False,False,True,False,True,False,False,1
118,16,10,True,False,False,False,False,False,True,1
340,11,8,False,True,False,False,True,False,False,1
313,23,4,False,False,True,False,False,False,True,0
52,5,5,False,True,False,False,False,True,False,0
260,13,10,False,True,False,False,False,False,True,1
146,7,7,True,False,False,False,True,False,False,0
160,1,5,False,True,False,False,False,False,True,1
45,14,10,False,False,True,True,False,False,False,0
162,1,9,False,True,False,True,False,False,False,0
309,6,7,False,False,True,False,False,False,True,0
333,22,9,True,False,False,False,False,False,True,1
354,3,4,True,False,False,False,False,False,True,0
154,14,9,True,False,False,True,False,False,False,1
188,17,10,True,False,False,True,False,False,False,0
11,8,10,False,False,True,True,False,False,False,1
347,12,1,True,False,False,True,False,False,False,1
135,22,6,True,False,False,False,False,False,True,0
90,21,3,False,True,False,True,False,False,False,0
110,2,6,True,False,False,False,False,False,True,0
62,0,8,False,False,True,True,False,False,False,1
47,7,11,False,False,True,False,False,False,True,1
275,16,5,False,False,True,False,False,True,False,0
338,2,4,False,False,True,True,False,False,False,0
230,15,9,False,False,True,False,False,False,True,1
166,22,4,False,True,False,False,False,True,False,1
234,15,9,False,True,False,False,True,False,False,0
225,6,4,True,False,False,False,False,False,True,1
313,10,12,False,True,False,False,True,False,False,1
111,0,12,False,True,False,False,False,True,False,0
200,13,4,True,False,False,False,True,False,False,1
34,16,8,False,False,True,True,False,False,False,1
213,10,6,False,False,True,False,False,False,True,1
307,18,5,False,False,True,True,False,False,False,1
122,4,12,True,False,False,True,False,False,False,0
104,9,11,False,False,True,False,False,True,False,1
51,4,8,False,False,True,True,False,False,False,1
103,22,6,False,False,True,False,False,False,True,1
345,13,1,False,False,True,False,False,True,False,1
173,3,3,True,False,False,False,False,True,False,0
36,11,8,False,False,True,False,True,False,False,1
57,17,5,False,True,False,False,True,False,False,0
287,14,10,True,False,False,False,False,False,True,1
182,23,12,False,False,True,False,False,False,True,1
362,0,7,True,False,False,False,False,True,False,1
68,22,9,False,True,False,True,False,False,False,0
225,19,4,False,False,True,False,False,True,False,1
353,10,1,True,False,False,True,False,False,False,0
228,12,3,False,False,True,False,True,False,False,1
100,11,1,True,False,False,False,False,False,True,1
155,14,5,True,False,False,False,False,False,True,0
11,14,11,False,False,True,False,False,True,False,1
259,5,11,False,False,True,True,False,False,False,1
118,1,9,False,False,True,False,False,True,False,1
190,18,3,False,False,True,True,False,False,False,0
283,13,2,False,False,True,False,True,False,False,1
22,1,6,False,False,True,False,True,False,False,0
184,22,7,True,False,False,False,True,False,False,1
282,2,7,False,True,False,False,False,True,False,0
311,8,6,False,True,False,False,False,True,False,0
144,1,3,False,True,False,True,False,False,False,0
340,18,1,False,True,False,True,False,False,False,1
149,5,4,False,True,False,False,False,True,False,1
205,11,10,False,True,False,False,False,True,False,0
39,21,6,False,True,False,False,False,False,True,1
179,15,6,False,False,True,True,False,False,False,0
44,21,9,False,False,True,True,False,False,False,0
93,1,10,False,True,False,False,True,False,False,0
27,7,7,True,False,False,True,False,False,False,0
172,5,11,False,False,True,False,False,True,False,1
169,15,7,False,True,False,False,False,False,True,0
20,0,8,True,False,False,True,False,False,False,0
5,20,6,True,False,False,True,False,False,False,0
1,6,2,False,False,True,False,True,False,False,1
169,12,6,True,False,False,False,False,True,False,1
341,7,8,False,True,False,False,True,False,False,0
126,5,10,False,False,True,False,False,False,True,1
79,21,6,True,False,False,False,False,True,False,1
157,7,11,False,False,True,False,True,False,False,1
288,23,12,True,False,False,False,False,True,False,1
18,18,9,True,False,False,True,False,False,False,0
281,6,7,False,False,True,False,False,False,True,1
340,6,7,True,False,False,False,True,False,False,0
240,11,12,False,True,False,False,False,False,True,0
98,0,8,False,True,False,True,False,False,False,0
253,21,4,False,False,True,False,True,False,False,0
185,2,6,False,True,False,True,False,False,False,1
160,20,9,False,True,False,True,False,False,False,0
74,13,1,False,True,False,False,False,True,False,0
135,18,4,False,False,True,True,False,False,False,1
5,1,8,False,True,False,False,False,False,True,1
318,17,3,False,True,False,False,False,True,False,0
148,4,8,True,False,False,True,False,False,False,0
161,5,1,False,True,False,True,False,False,False,0
29,14,3,False,False,True,True,False,False,False,1
323,10,5,False,True,False,True,False,False,False,1
101,6,11,False,False,True,True,False,False,False,0
268,2,4,False,True,False,True,False,False,False,1
302,16,5,True,False,False,False,True,False,False,1
259,6,3,False,False,True,False,False,False,True,1
109,6,9,False,False,True,False,False,False,True,1
273,4,6,False,False,True,True,False,False,False,1
353,15,3,True,False,False,True,False,False,False,0
116,10,8,False,False,True,False,False,False,True,1
339,1,10,False,True,False,True,False,False,False,0
258,7,12,False,True,False,False,True,False,False,1
163,7,8,False,True,False,False,True,False,False,1
66,4,2,False,False,True,False,False,True,False,1
158,10,1,False,True,False,True,False,False,False,1
176,16,2,False,True,False,False,False,True,False,1
3,22,3,False,True,False,False,True,False,False,0
37,5,12,True,False,False,False,True,False,False,1
358,8,9,False,False,True,False,False,False,True,0
184,17,10,True,False,False,True,False,False,False,1
188,3,1,True,False,False,True,False,False,False,1
250,23,6,False,False,True,False,False,False,True,1
289,13,7,False,False,True,False,True,False,False,1
113,3,3,False,True,False,False,True,False,False,0
211,10,2,False,True,False,False,True,False,False,0
141,8,6,False,True,False,False,False,False,True,1
106,12,12,False,True,False,True,False,False,False,1
109,13,12,False,False,True,False,True,False,False,1
66,5,7,False,True,False,True,False,False,False,1
33,10,3,True,False,False,True,False,False,False,0
204,6,2,True,False,False,False,False,True,False,0
17,6,1,False,True,False,True,False,False,False,1
313,3,3,True,False,False,False,False,False,True,0
302,11,9,True,False,False,True,False,False,False,0
337,5,10,False,False,True,False,False,True,False,1
61,12,11,False,False,True,False,False,False,True,0
165,16,1,False,False,True,False,True,False,False,1
88,12,5,True,False,False,False,False,False,True,0
30,7,9,False,True,False,True,False,False,False,0
128,11,7,True,False,False,True,False,False,False,1
193,18,5,False,True,False,True,False,False,False,1
1,18,6,False,True,False,True,False,False,False,0
343,19,2,False,True,False,False,False,False,True,1
225,16,11,False,True,False,False,False,True,False,0
253,14,7,True,False,False,True,False,False,False,0
20,11,11,False,True,False,False,True,False,False,0
148,15,10,True,False,False,False,False,False,True,0
322,2,11,False,False,True,False,True,False,False,1
202,12,6,True,False,False,False,False,False,True,0
86,12,7,True,False,False,True,False,False,False,1
148,0,7,False,True,False,False,False,True,False,0
71,9,3,False,False,True,True,False,False,False,0
25,14,10,True,False,False,False,True,False,False,0
249,15,6,False,True,False,False,False,False,True,1
262,13,8,False,False,True,False,False,False,True,0
170,10,10,True,False,False,False,False,True,False,0
292,1,1,False,True,False,False,True,False,False,0
224,0,3,False,True,False,False,False,False,True,0
8,19,8,False,True,False,False,False,False,True,1
269,21,7,True,False,False,False,False,False,True,0
33,14,3,False,True,False,False,False,True,False,1
267,7,6,False,True,False,False,True,False,False,0
191,23,11,True,False,False,False,True,False,False,1
164,1,10,False,False,True,False,False,False,True,1
362,18,1,False,False,True,False,True,False,False,0
120,10,9,False,False,True,False,False,True,False,1
363,11,11,False,False,True,False,True,False,False,0
149,6,1,False,False,True,False,True,False,False,1
153,1,7,False,True,False,False,False,True,False,1
357,7,10,False,False,True,False,True,False,False,0
191,11,5,False,False,True,False,False,False,True,1
273,5,8,True,False,False,True,False,False,False,0
252,18,8,True,False,False,False,False,False,True,0
69,13,1,False,True,False,True,False,False,False,1
333,15,12,True,False,False,False,True,False,False,0
333,11,9,True,False,False,False,False,False,True,1
90,1,7,True,False,False,False,False,True,False,1
130,8,6,False,False,True,False,False,True,False,0
93,3,12,False,True,False,False,False,True,False,0
13,12,11,True,False,False,False,False,True,False,1
233,23,7,True,False,False,True,False,False,False,1
320,17,10,False,False,True,False,False,True,False,1
122,16,5,False,True,False,True,False,False,False,1
278,3,5,False,False,True,False,False,False,True,1
165,16,8,True,False,False,False,False,True,False,1
55,1,2,False,True,False,False,True,False,False,0
334,21,7,False,False,True,False,False,False,True,0
332,1,2,False,True,False,False,True,False,False,0
63,13,7,False,True,False,True,False,False,False,0
153,21,4,True,False,False,False,False,False,True,1
246,2,5,True,False,False,False,False,False,True,0
336,20,7,False,True,False,False,True,False,False,1
204,0,5,False,True,False,False,False,True,False,1
249,17,8,True,False,False,False,False,False,True,0
42,12,7,False,False,True,True,False,False,False,0
165,0,11,False,False,True,False,False,True,False,1
237,17,7,False,True,False,False,True,False,False,1
292,1,1,True,False,False,False,True,False,False,1
101,7,9,True,False,False,False,False,False,True,0
82,1,10,True,False,False,False,False,False,True,0
247,16,7,True,False,False,False,False,True,False,1
109,1,4,False,True,False,False,False,False,True,1
199,19,2,True,False,False,False,True,False,False,1
151,0,12,True,False,False,True,False,False,False,0
114,4,5,True,False,False,False,False,False,True,1
313,13,10,False,False,True,False,True,False,False,1
260,6,12,False,True,False,True,False,False,False,0
187,16,7,False,False,True,False,False,True,False,1
118,14,5,False,True,False,False,False,True,False,1
178,22,4,False,True,False,False,True,False,False,1
296,21,12,False,True,False,True,False,False,False,0
265,18,12,False,True,False,False,False,True,False,1
186,14,12,True,False,False,False,False,True,False,1
313,7,10,False,True,False,False,False,True,False,1
293,22,12,False,False,True,True,False,False,False,1
184,23,7,False,False,True,True,False,False,False,1
111,0,6,False,False,True,False,False,True,False,0
132,22,6,False,False,True,False,False,True,False,1
139,3,4,False,True,False,True,False,False,False,0
110,22,2,False,True,False,False,False,False,True,0
150,9,4,False,False,True,False,False,True,False,0
141,8,2,True,False,False,False,False,False,True,0
229,12,6,False,False,True,False,False,False,True,1
230,4,12,False,True,False,False,False,True,False,1
126,7,3,False,False,True,False,False,False,True,1
143,13,9,False,True,False,False,False,True,False,1
138,23,12,False,True,False,True,False,False,False,1
47,9,9,False,True,False,True,False,False,False,1
10,21,3,True,False,False,False,False,False,True,0
308,15,4,True,False,False,True,False,False,False,1
251,9,7,True,False,False,False,False,False,True,1
238,19,7,True,False,False,False,False,True,False,1
304,11,2,True,False,False,False,True,False,False,0
129,12,10,False,True,False,True,False,False,False,0
334,10,6,False,True,False,False,False,False,True,0
162,4,4,True,False,False,False,False,False,True,0
136,3,2,True,False,False,False,False,False,True,0
100,5,7,False,True,False,False,False,False,True,0
136,7,2,False,False,True,False,False,False,True,1
357,1,9,False,True,False,False,False,False,True,0
293,13,10,True,False,False,False,False,True,False,0
354,21,3,False,False,True,False,False,True,False,0
130,8,12,False,True,False,False,True,False,False,0
284,17,6,False,False,True,True,False,False,False,1
116,8,6,True,False,False,False,False,False,True,1
222,12,5,True,False,False,False,True,False,False,1
8,22,8,False,True,False,False,True,False,False,0
214,16,8,False,False,True,False,False,False,True,1
237,23,11,False,True,False,True,False,False,False,0
353,2,7,False,False,True,False,True,False,False,1
252,11,5,False,True,False,True,False,False,False,1
103,11,7,True,False,False,True,False,False,False,0
147,14,12,False,True,False,False,False,True,False,0
253,20,4,False,True,False,False,False,True,False,0
181,6,7,True,False,False,False,False,True,False,0
291,9,7,False,True,False,False,True,False,False,1
278,23,9,False,False,True,False,False,False,True,1
92,0,11,True,False,False,False,False,True,False,1
146,19,11,True,False,False,True,False,False,False,0
90,18,4,True,False,False,False,False,False,True,0
88,21,5,False,False,True,False,False,True,False,1
186,19,9,False,False,True,True,False,False,False,0
331,13,10,False,True,False,False,False,True,False,1
168,14,9,False,False,True,True,False,False,False,0
325,16,10,True,False,False,True,False,False,False,1
323,19,12,True,False,False,False,False,True,False,1
1,2,7,False,False,True,False,False,False,True,0
360,18,3,False,False,True,True,False,False,False,1
272,2,6,False,False,True,False,True,False,False,0
107,10,2,True,False,False,True,False,False,False,0
214,3,5,True,False,False,True,False,False,False,1
333,17,10,False,True,False,False,False,False,True,0
173,9,9,False,True,False,True,False,False,False,0
19,10,2,True,False,False,True,False,False,False,0
343,10,3,True,False,False,False,True,False,False,1
112,9,10,False,False,True,False,False,True,False,1
27,3,2,False,True,False,False,True,False,False,1
239,6,2,False,False,True,False,True,False,False,0
231,5,6,False,True,False,False,False,True,False,0
20,13,9,False,True,False,False,False,True,False,1
50,5,7,False,False,True,False,False,True,False,1
335,22,8,False,False,True,False,True,False,False,1
152,15,11,False,False,True,False,True,False,False,0
259,16,4,False,True,False,False,False,True,False,0
24,16,12,False,False,True,False,False,True,False,0
232,21,3,False,True,False,False,False,False,True,1
139,19,7,False,False,True,True,False,False,False,1
188,18,10,True,False,False,False,False,False,True,0
211,12,8,False,True,False,False,True,False,False,1
74,16,11,False,True,False,False,False,False,True,1
154,20,8,True,False,False,False,False,True,False,0
53,5,7,True,False,False,False,False,True,False,1
75,3,1,False,False,True,True,False,False,False,1
245,19,11,True,False,False,False,False,False,True,1
248,13,10,True,False,False,False,True,False,False,0
12,13,11,True,False,False,False,False,True,False,0
223,19,9,True,False,False,False,True,False,False,0
359,15,1,False,False,True,False,False,False,True,1
171,21,7,True,False,False,False,False,False,True,0
175,0,6,False,True,False,False,True,False,False,1
206,2,7,True,False,False,False,False,False,True,0
163,20,8,True,False,False,False,True,False,False,1
242,2,7,False,False,True,False,False,False,True,1
329,2,10,True,False,False,True,False,False,False,0
93,23,10,True,False,False,False,False,True,False,1
361,2,10,True,False,False,True,False,False,False,0
95,18,9,True,False,False,True,False,False,False,1
220,17,7,False,False,True,False,False,False,True,1
198,18,5,False,True,False,True,False,False,False,0
61,4,12,True,False,False,True,False,False,False,0
148,6,5,True,False,False,True,False,False,False,1
77,7,12,False,True,False,True,False,False,False,1
314,8,7,True,False,False,False,False,False,True,0
320,5,6,False,False,True,False,False,False,True,1
87,2,4,True,False,False,False,False,False,True,1
101,16,1,False,False,True,False,True,False,False,0
9,15,12,False,True,False,False,False,False,True,1
324,4,10,False,False,True,False,True,False,False,1
15,10,3,False,True,False,True,False,False,False,0
57,3,10,False,True,False,False,True,False,False,0
323,23,7,False,False,True,False,True,False,False,1
207,22,3,True,False,False,True,False,False,False,0
14,9,1,False,True,False,False,False,False,True,0
48,3,11,False,True,False,False,False,False,True,1
15,18,10,False,False,True,False,True,False,False,0
260,7,12,False,False,True,False,False,True,False,1
58,15,11,True,False,False,True,False,False,False,0
313,20,11,False,False,True,False,False,True,False,1
164,19,1,True,False,False,False,True,False,False,1
58,10,11,False,False,True,False,False,False,True,1
312,0,2,False,False,True,False,False,True,False,0
17,23,5,True,False,False,False,True,False,False,1
223,5,12,False,False,True,False,False,True,False,1
211,7,11,False,False,True,False,False,False,True,1
166,11,9,False,False,True,False,True,False,False,1
224,11,1,False,True,False,False,False,True,False,1
110,23,5,False,True,False,True,False,False,False,0
286,15,12,False,True,False,False,False,False,True,1
101,0,4,False,True,False,True,False,False,False,0
239,15,11,False,True,False,True,False,False,False,1
59,3,9,False,True,False,False,True,False,False,0
336,1,1,True,False,False,False,True,False,False,0
283,19,9,False,False,True,False,False,False,True,0
291,5,6,True,False,False,False,True,False,False,1
12,6,11,False,True,False,False,False,True,False,1
84,18,6,False,True,False,True,False,False,False,1
147,18,10,False,False,True,True,False,False,False,1
70,6,1,False,False,True,False,False,True,False,0
327,3,6,False,False,True,False,True,False,False,1
292,20,10,False,False,True,False,True,False,False,0
319,14,9,True,False,False,False,False,True,False,0
234,9,6,False,False,True,False,False,True,False,1
271,19,6,True,False,False,False,False,False,True,0
244,20,11,False,True,False,False,False,True,False,1
163,8,8,False,False,True,False,False,False,True,1
248,18,6,True,False,False,True,False,False,False,1
283,16,4,False,False,True,True,False,False,False,1
285,8,1,False,True,False,False,True,False,False,0
31,14,2,True,False,False,False,True,False,False,0
196,10,2,False,False,True,True,False,False,False,1
106,5,8,False,False,True,False,False,False,True,1
218,5,2,True,False,False,False,False,True,False,0
115,20,11,False,True,False,True,False,False,False,1
75,4,9,True,False,False,False,False,False,True,0
147,16,8,False,False,True,True,False,False,False,0
171,11,5,False,True,False,False,False,False,True,0
71,1,1,True,False,False,False,False,True,False,1
272,16,10,False,False,True,False,True,False,False,1
218,21,1,False,False,True,False,False,False,True,1
324,4,5,False,False,True,False,True,False,False,0
189,20,3,False,False,True,False,False,True,False,0
183,6,1,True,False,False,False,True,False,False,0
154,16,1,False,False,True,False,False,False,True,0
86,14,4,True,False,False,False,False,False,True,0
153,22,8,True,False,False,False,False,False,True,1
298,0,8,True,False,False,False,False,False,True,0
258,7,11,True,False,False,True,False,False,False,1
279,17,10,False,True,False,True,False,False,False,0
178,18,2,False,True,False,False,False,False,True,1
181,19,3,True,False,False,False,False,False,True,0
137,3,3,False,True,False,False,True,False,False,0
4,23,7,False,False,True,False,False,False,True,1
53,7,3,False,True,False,False,False,True,False,0
343,4,3,False,True,False,False,False,False,True,0
3,22,9,False,True,False,True,False,False,False,0
223,19,3,False,False,True,False,False,True,False,1
242,6,3,False,False,True,True,False,False,False,1
91,6,7,True,False,False,True,False,False,False,1
96,5,10,True,False,False,False,False,True,False,0
331,21,3,False,False,True,False,False,False,True,1
77,21,6,False,False,True,False,False,True,False,0
293,9,10,False,False,True,False,False,False,True,1
205,22,7,False,False,True,True,False,False,False,0
96,3,9,False,True,False,True,False,False,False,0
22,17,1,False,True,False,False,True,False,False,0
102,16,8,True,False,False,True,False,False,False,1
79,22,6,True,False,False,False,False,True,False,1
147,10,10,True,False,False,True,False,False,False,1
221,8,10,False,False,True,False,False,False,True,1
211,3,5,False,True,False,False,False,False,True,1
243,0,4,False,True,False,False,False,True,False,0
277,1,10,False,True,False,False,False,True,False,0
92,14,1,False,True,False,False,False,False,True,0
312,7,2,True,False,False,False,True,False,False,0
344,6,7,False,True,False,False,False,True,False,0
362,5,6,False,True,False,False,False,True,False,1
300,12,11,True,False,False,False,False,True,False,0
353,18,12,True,False,False,False,False,True,False,1
223,8,6,False,False,True,True,False,False,False,0
154,11,4,True,False,False,False,False,False,True,1
333,4,6,False,False,True,True,False,False,False,1
362,22,10,False,False,True,False,True,False,False,0
198,4,4,True,False,False,True,False,False,False,0
108,4,10,False,False,True,False,False,True,False,0
43,13,1,False,True,False,True,False,False,False,0
222,7,11,False,True,False,False,True,False,False,1
40,16,9,False,False,True,True,False,False,False,1
184,1,11,False,False,True,False,True,False,False,1
168,21,10,False,True,False,False,False,False,True,1
254,5,9,False,False,True,False,False,True,False,1
116,1,1,False,False,True,True,False,False,False,0
90,19,7,True,False,False,True,False,False,False,1
154,23,1,True,False,False,False,False,False,True,1
36,12,1,False,False,True,True,False,False,False,0
180,20,1,False,False,True,False,False,False,True,1
136,18,5,False,True,False,False,True,False,False,1
126,9,1,True,False,False,False,False,True,False,0
236,12,4,True,False,False,False,False,False,True,0
90,20,7,False,False,True,False,False,False,True,1
102,23,11,False,True,False,False,False,True,False,1
144,22,11,True,False,False,False,False,False,True,0
67,17,1,True,False,False,False,False,True,False,0
201,7,5,False,False,True,False,False,True,False,1
345,22,2,True,False,False,False,False,False,True,0
105,14,9,False,False,True,False,True,False,False,1
125,0,9,False,True,False,False,False,False,True,1
141,13,4,False,False,True,False,False,False,True,0
104,23,9,True,False,False,True,False,False,False,0
23,15,1,False,False,True,False,False,False,True,1
94,10,2,True,False,False,False,False,True,False,0
167,22,7,False,False,True,False,False,False,True,1
365,17,4,False,True,False,True,False,False,False,0
232,14,3,True,False,False,False,False,False,True,1
294,13,6,False,False,True,False,False,False,True,1
105,22,2,True,False,False,False,False,True,False,1
52,13,7,True,False,False,False,False,True,False,1
302,7,3,False,True,False,False,False,False,True,0
320,20,11,False,True,False,False,False,False,True,1
93,4,6,False,False,True,False,True,False,False,1
18,15,2,False,False,True,False,True,False,False,0
188,15,2,False,True,False,False,True,False,False,0
229,20,1,True,False,False,False,True,False,False,1
210,1,3,False,True,False,True,False,False,False,1
48,11,2,True,False,False,False,False,False,True,1
221,15,11,False,True,False,False,False,True,False,1
115,17,12,False,True,False,True,False,False,False,1
69,23,8,False,False,True,True,False,False,False,0
219,17,9,True,False,False,False,False,True,False,1
107,10,1,False,True,False,False,False,False,True,0
167,22,9,True,False,False,True,False,False,False,1
365,17,5,False,False,True,False,False,False,True,0
48,1,2,True,False,False,False,True,False,False,1
216,1,10,False,True,False,False,True,False,False,1
4,2,4,False,False,True,True,False,False,False,1
191,1,9,False,False,True,False,True,False,False,0
141,16,1,False,False,True,False,True,False,False,0
9,1,1,False,False,True,False,False,True,False,0
82,20,8,False,True,False,False,True,False,False,0
159,5,11,False,True,False,True,False,False,False,1
100,0,1,False,True,False,True,False,False,False,0
169,22,6,False,True,False,False,False,True,False,1
93,12,6,False,False,True,True,False,False,False,0
335,15,6,False,False,True,False,False,True,False,1
86,21,2,False,True,False,True,False,False,False,1
242,20,3,True,False,False,False,True,False,False,0
269,8,5,False,True,False,False,False,True,False,1
279,13,7,False,True,False,False,False,False,True,0
337,21,7,True,False,False,False,True,False,False,1
99,0,10,True,False,False,False,False,True,False,0
331,17,2,False,True,False,False,True,False,False,0
112,5,9,False,False,True,False,False,True,False,0
101,10,12,False,False,True,False,False,False,True,1
25,2,3,True,False,False,False,True,False,False,0
225,16,8,False,True,False,True,False,False,False,1
237,5,11,True,False,False,True,False,False,False,1
23,6,6,True,False,False,False,True,False,False,1
155,13,6,False,True,False,False,False,True,False,1
142,11,4,False,False,True,False,False,True,False,0
305,4,10,False,True,False,True,False,False,False,1
10,16,5,False,True,False,True,False,False,False,1
221,18,1,True,False,False,True,False,False,False,1
16,18,3,True,False,False,False,False,False,True,1
310,12,6,False,True,False,False,True,False,False,1
56,14,7,False,True,False,False,True,False,False,1
275,8,10,False,True,False,False,False,True,False,0
311,22,10,False,True,False,False,False,True,False,0
181,20,4,True,False,False,True,False,False,False,1
123,3,2,True,False,False,True,False,False,False,0
339,11,5,False,True,False,True,False,False,False,1
211,22,1,False,True,False,True,False,False,False,1
113,0,4,False,True,False,False,False,True,False,1
365,17,10,True,False,False,True,False,False,False,1
192,1,3,False,True,False,False,False,False,True,0
338,6,1,False,True,False,False,True,False,False,1
148,15,1,True,False,False,False,False,False,True,0
344,17,6,False,False,True,True,False,False,False,1
201,3,2,True,False,False,False,True,False,False,0
70,8,4,False,True,False,False,False,False,True,0
54,16,2,True,False,False,False,False,False,True,0
1,14,10,False,True,False,False,False,False,True,0
117,2,8,False,True,False,True,False,False,False,0
72,6,4,False,True,False,False,False,True,False,1
193,23,10,False,False,True,False,False,True,False,1
61,2,6,False,False,True,True,False,False,False,1
315,23,3,False,True,False,True,False,False,False,1
111,13,11,True,False,False,False,False,False,True,1
200,18,1,False,False,True,False,True,False,False,1
164,9,5,False,True,False,True,False,False,False,1
320,20,12,False,False,True,False,False,True,False,1
336,5,12,False,True,False,True,False,False,False,1
288,0,11,False,False,True,False,True,False,False,0
24,4,4,False,True,False,False,False,True,False,0
285,15,5,False,True,False,False,True,False,False,1
55,7,5,False,True,False,False,False,False,True,0
111,8,12,True,False,False,False,False,False,True,0
325,15,1,False,False,True,False,True,False,False,1
325,18,1,False,False,True,False,True,False,False,0
130,19,3,True,False,False,False,False,False,True,0
85,19,4,False,False,True,False,True,False,False,0
321,0,7,False,True,False,False,False,False,True,1
128,15,10,True,False,False,False,True,False,False,0
141,7,4,False,True,False,False,False,False,True,0
338,4,5,False,False,True,False,False,True,False,0
104,19,8,False,False,True,False,False,True,False,1
90,14,3,False,False,True,False,False,True,False,1
227,12,9,False,False,True,False,True,False,False,0
186,0,11,False,False,True,False,False,False,True,1
61,22,9,False,True,False,False,True,False,False,0
236,23,1,False,True,False,False,False,False,True,1
